dim 1	dim 2	dim 3	dim 4	dim 5	sample_type	sample	sample_type_binary
0.17585	0.43741	0.04332	0.15063	0.07643	type 3	sample 754	good
0.14381	0.40078	-0.05529	0.1388	0.07705	type 4	sample 755	good
0.37144	0.35816	0.0073	0.15657	0.06956	type 5	sample 756	good
0.14172	0.36607	-0.0849	0.12139	0.07506	type 4	sample 757	bad
0.14709	0.48131	0.03119	0.19439	0.07312	type 1	sample 758	good
0.17534	0.44143	0.04284	0.15793	0.07792	type 3	sample 759	good
0.4146	0.33326	-0.00202	0.1517	0.07352	type 5	sample 760	bad
0.41433	0.33349	-0.00227	0.14896	0.07266	type 5	sample 761	bad
0.15327	0.48029	0.02572	0.19758	0.0784	type 1	sample 762	good
0.11082	0.20671	0.00623	0.18965	0.12459	type 2	sample 763	bad
0.18087	0.44225	0.03974	0.16084	0.07457	type 3	sample 764	good
0.15554	0.48015	0.02886	0.19722	0.07445	type 1	sample 765	good
0.15547	0.48065	0.02974	0.20042	0.07548	type 1	sample 766	good
0.14335	0.3723	-0.08809	0.12231	0.07489	type 4	sample 767	bad
0.13989	0.36178	-0.09458	0.11619	0.07914	type 4	sample 768	bad
0.14806	0.40854	-0.11019	0.1107	0.07179	type 4	sample 769	bad
0.40916	0.33604	0.00418	0.15338	0.07602	type 5	sample 770	bad
0.11157	0.21028	0.00563	0.1822	0.10606	type 2	sample 771	bad
0.11264	0.21184	0.00303	0.18654	0.11319	type 2	sample 772	bad
0.11221	0.21403	0.01545	0.17129	-0.00647	type 2	sample 773	bad
0.10842	0.21363	0.01756	0.17031	-0.00103	type 2	sample 774	bad
0.41696	0.33411	0.00037	0.14997	0.07214	type 5	sample 775	bad
0.11148	0.21001	0.01695	0.1712	-0.00645	type 2	sample 776	bad
0.4156	0.33443	0.0022	0.15223	0.07333	type 5	sample 777	bad
0.15009	0.38651	-0.10312	0.11515	0.07074	type 4	sample 778	good
0.11083	0.21326	0.01267	0.17368	-0.00047	type 2	sample 779	bad
0.1507	0.48043	0.02988	0.19431	0.07288	type 1	sample 780	good
0.14354	0.40284	-0.0973	0.1168	0.07097	type 4	sample 781	good
0.15021	0.38681	-0.10602	0.11362	0.07194	type 4	sample 782	good
0.11421	0.214	0.01419	0.17209	-0.00155	type 2	sample 783	bad
0.1482	0.39939	-0.0968	0.11817	0.07197	type 4	sample 784	bad
0.14935	0.4123	-0.09891	0.11499	0.07128	type 4	sample 785	good
0.11377	0.21326	0.01475	0.17089	-0.00564	type 2	sample 786	bad
0.41319	0.33487	-0.00168	0.14884	0.07374	type 5	sample 787	bad
0.10911	0.20411	0.01471	0.18171	0.0632	type 2	sample 788	bad
0.14378	0.37433	-0.09658	0.11251	0.07498	type 4	sample 789	bad
0.14925	0.41684	-0.0935	0.12024	0.06838	type 4	sample 790	good
0.18655	0.39215	0.06067	0.09012	0.07817	type 3	sample 791	good
0.14784	0.38605	-0.10593	0.11205	0.07154	type 4	sample 792	bad
0.14667	0.39333	-0.09967	0.11452	0.07218	type 4	sample 793	good
0.14467	0.40168	-0.09726	0.11778	0.0756	type 4	sample 794	bad
0.18855	0.40536	0.06076	0.11001	0.07481	type 3	sample 795	bad
0.40985	0.33499	-0.00124	0.15163	0.0724	type 5	sample 796	good
0.14876	0.48067	0.02886	0.19536	0.07496	type 1	sample 797	good
0.14651	0.48193	0.03091	0.19439	0.07316	type 1	sample 798	good
0.15644	0.48034	0.03068	0.19874	0.07732	type 1	sample 799	good
0.4155	0.33394	-7e-05	0.15063	0.06994	type 5	sample 800	bad
0.14411	0.36988	-0.09831	0.11571	0.07303	type 4	sample 801	bad
0.11099	0.20953	0.00495	0.18411	0.11556	type 2	sample 802	bad
0.14683	0.3839	-0.10421	0.11124	0.071	type 4	sample 803	bad
0.1522	0.45919	0.04318	0.16558	0.07554	type 3	sample 804	good
0.12704	0.35268	0.11401	-0.00268	0.08222	type 3	sample 805	bad
0.11113	0.21467	0.01124	0.17508	-0.00444	type 2	sample 806	bad
0.15077	0.40759	-0.07013	0.13395	0.07254	type 4	sample 807	bad
0.14851	0.43382	0.05854	0.12735	0.07509	type 3	sample 808	good
0.112	0.21112	0.01483	0.17238	0.0048	type 2	sample 809	bad
0.11316	0.20898	0.00253	0.18639	0.12528	type 2	sample 810	bad
0.12804	0.36833	0.10723	0.02153	0.07609	type 3	sample 811	good
0.11261	0.21231	0.0046	0.18902	0.11764	type 2	sample 812	bad
0.14723	0.40599	-0.08634	0.12275	0.07122	type 4	sample 813	bad
0.39503	0.34576	0.0031	0.15258	0.07343	type 5	sample 814	good
0.40825	0.33734	-0.00106	0.15147	0.07015	type 5	sample 815	bad
0.41023	0.33573	-0.00163	0.14992	0.0729	type 5	sample 816	bad
0.1434	0.3755	-0.08386	0.12219	0.07528	type 4	sample 817	good
0.14669	0.43488	0.05807	0.12529	0.07426	type 3	sample 818	good
0.14587	0.3967	-0.09654	0.11557	0.0723	type 4	sample 819	bad
0.41571	0.33387	0.00313	0.15097	0.07179	type 5	sample 820	bad
0.38242	0.35273	0.0053	0.15544	0.07688	type 5	sample 821	good
0.1569	0.48005	0.02189	0.1983	0.07736	type 1	sample 822	good
0.15065	0.48245	0.03255	0.19915	0.07404	type 1	sample 823	good
0.14371	0.37234	-0.08727	0.12354	0.06992	type 4	sample 824	bad
0.41544	0.33363	-0.00127	0.1488	0.07233	type 5	sample 825	good
0.1475	0.48486	0.03576	0.19554	0.07109	type 1	sample 826	good
0.1504	0.39659	-0.10465	0.11439	0.07244	type 4	sample 827	good
0.14636	0.39103	-0.10486	0.11091	0.07009	type 4	sample 828	good
0.15092	0.39298	-0.10899	0.11091	0.07182	type 4	sample 829	bad
0.41372	0.33396	0.00034	0.1507	0.07276	type 5	sample 830	good
0.14811	0.38572	-0.108	0.11485	0.07204	type 4	sample 831	good
0.14369	0.45933	0.03411	0.18965	0.05744	type 1	sample 832	good
0.14757	0.38877	-0.10516	0.11509	0.07319	type 4	sample 833	good
0.41458	0.33498	-0.00107	0.14932	0.07274	type 5	sample 834	bad
0.12574	0.35898	0.10868	0.00116	0.08066	type 3	sample 835	bad
0.14148	0.37067	-0.09146	0.12006	0.07597	type 4	sample 836	good
0.41446	0.33533	-0.0002	0.15091	0.07573	type 5	sample 837	good
0.14568	0.38473	-0.12027	0.10711	0.07127	type 4	sample 838	good
0.1452	0.48231	0.03166	0.19398	0.07583	type 1	sample 839	good
0.11144	0.2109	0.01399	0.17384	0.00144	type 2	sample 840	bad
0.15203	0.48083	0.03289	0.20083	0.07523	type 1	sample 841	good
0.1484	0.40382	-0.10406	0.11113	0.06954	type 4	sample 842	good
0.1106	0.2068	0.01454	0.17987	0.07003	type 2	sample 843	bad
0.14766	0.39561	-0.09774	0.11556	0.07344	type 4	sample 844	good
0.10976	0.21132	0.00503	0.18275	0.1183	type 2	sample 845	bad
0.11291	0.20947	0.00667	0.18748	0.12862	type 2	sample 846	bad
0.10847	0.20412	0.01417	0.18484	0.07274	type 2	sample 847	bad
0.41346	0.33243	8e-05	0.14961	0.07059	type 5	sample 848	good
0.14292	0.46206	0.03517	0.19069	0.05642	type 1	sample 849	good
0.15011	0.47993	0.0319	0.19693	0.07133	type 1	sample 850	good
0.41657	0.33285	5e-05	0.14665	0.07071	type 5	sample 851	good
0.40063	0.34176	0.00094	0.1522	0.07194	type 5	sample 852	good
0.1554	0.4807	0.02779	0.19808	0.08007	type 1	sample 853	good
0.29767	0.40264	0.01496	0.16959	0.07087	type 5	sample 854	bad
0.14652	0.39816	-0.10458	0.11327	0.07203	type 4	sample 855	bad
0.41464	0.33642	0.00173	0.15128	0.07282	type 5	sample 856	bad
0.41626	0.33538	-0.00024	0.15008	0.06985	type 5	sample 857	bad
0.14923	0.38409	-0.1021	0.11482	0.07146	type 4	sample 858	bad
0.14591	0.38529	-0.10372	0.11511	0.07846	type 4	sample 859	good
0.1425	0.37262	-0.08967	0.12102	0.07396	type 4	sample 860	bad
0.14432	0.46433	0.03572	0.19405	0.0615	type 1	sample 861	good
0.14705	0.39666	-0.0901	0.11911	0.07251	type 4	sample 862	good
0.14331	0.36755	-0.08307	0.12385	0.07823	type 4	sample 863	good
0.15038	0.39181	-0.10835	0.10894	0.07589	type 4	sample 864	good
0.15792	0.48111	0.03207	0.19864	0.07648	type 1	sample 865	good
0.11332	0.21291	0.00411	0.18592	0.11506	type 2	sample 866	bad
0.11099	0.20985	0.00934	0.18387	0.11738	type 2	sample 867	bad
0.1449	0.39217	-0.09846	0.11258	0.07581	type 4	sample 868	bad
0.19746	0.4235	0.04644	0.14668	0.07446	type 3	sample 869	good
0.15535	0.47725	0.02806	0.19556	0.07663	type 1	sample 870	good
0.10899	0.20357	0.01003	0.18505	0.07705	type 2	sample 871	bad
0.11179	0.20648	0.00818	0.18753	0.12446	type 2	sample 872	bad
0.14798	0.40297	-0.07952	0.12501	0.07022	type 4	sample 873	bad
0.14652	0.40053	-0.0974	0.11607	0.07313	type 4	sample 874	good
0.41719	0.33666	0.00191	0.15127	0.0705	type 5	sample 875	bad
0.17375	0.44174	0.04146	0.15901	0.07698	type 3	sample 876	good
0.41684	0.33505	-0.0006	0.15198	0.07429	type 5	sample 877	bad
0.10804	0.21138	0.01566	0.17531	0.04446	type 2	sample 878	bad
0.14826	0.47695	0.03243	0.19445	0.07333	type 1	sample 879	good
0.14771	0.39685	-0.09824	0.11908	0.06905	type 4	sample 880	good
0.18223	0.44	0.04229	0.15902	0.07772	type 3	sample 881	good
0.15019	0.48087	0.03129	0.19417	0.07521	type 1	sample 882	good
0.14635	0.35879	-0.11965	0.10266	0.07276	type 4	sample 883	good
0.1581	0.47626	0.02873	0.19286	0.07567	type 1	sample 884	good
0.14855	0.40623	-0.08363	0.12623	0.0667	type 4	sample 885	good
0.14546	0.40865	-0.08808	0.12103	0.0698	type 4	sample 886	bad
0.15523	0.48287	0.02974	0.19884	0.07517	type 1	sample 887	good
0.15102	0.39315	-0.10458	0.11382	0.07353	type 4	sample 888	bad
0.1087	0.20713	0.0145	0.18172	0.07373	type 2	sample 889	bad
0.11175	0.21315	0.01581	0.17603	0.04549	type 2	sample 890	bad
0.14834	0.39277	-0.10683	0.11449	0.0753	type 4	sample 891	bad
0.14742	0.39332	-0.10347	0.11329	0.0775	type 4	sample 892	good
0.14973	0.39716	-0.09866	0.11817	0.07323	type 4	sample 893	good
0.14861	0.39142	-0.09886	0.11907	0.07216	type 4	sample 894	good
0.15001	0.4047	-0.09118	0.12267	0.06909	type 4	sample 895	good
0.11173	0.21196	0.0036	0.18825	0.11926	type 2	sample 896	bad
0.41514	0.334	-0.00211	0.1505	0.07188	type 5	sample 897	good
0.14459	0.37333	-0.08782	0.12333	0.07914	type 4	sample 898	good
0.11162	0.20544	0.01066	0.18393	0.08832	type 2	sample 899	bad
0.14284	0.45799	0.03192	0.1883	0.05737	type 1	sample 900	good
0.14881	0.39066	-0.09636	0.12058	0.07278	type 4	sample 901	good
0.40615	0.33744	-0.00154	0.15055	0.07316	type 5	sample 902	bad
0.17727	0.44596	0.03583	0.16169	0.08017	type 3	sample 903	good
0.14847	0.39174	-0.10539	0.11204	0.07456	type 4	sample 904	good
0.10858	0.2143	0.01607	0.17199	0.00088	type 2	sample 905	bad
0.1089	0.20628	0.01382	0.17906	0.05134	type 2	sample 906	bad
0.10964	0.20928	0.01597	0.17665	0.04796	type 2	sample 907	bad
0.14188	0.37403	-0.08912	0.12159	0.07381	type 4	sample 908	bad
0.14145	0.45871	0.03493	0.18889	0.05999	type 1	sample 909	good
0.41738	0.33499	0.0004	0.1508	0.07254	type 5	sample 910	bad
0.14754	0.38892	-0.1078	0.10997	0.06983	type 4	sample 911	good
0.14825	0.39993	-0.08781	0.12273	0.07312	type 4	sample 912	bad
0.12344	0.34578	0.11852	-0.01328	0.08017	type 3	sample 913	good
0.11194	0.21227	0.01425	0.17095	-0.00484	type 2	sample 914	bad
0.11124	0.21091	0.00167	0.1845	0.11399	type 2	sample 915	bad
0.14884	0.48136	0.03076	0.19361	0.07526	type 1	sample 916	good
0.40636	0.33726	-0.0004	0.1511	0.07171	type 5	sample 917	good
0.35013	0.36838	0.00786	0.16303	0.07281	type 5	sample 918	good
0.15209	0.42903	-0.06277	0.13667	0.07002	type 4	sample 919	bad
0.15246	0.47862	0.02154	0.19506	0.07937	type 1	sample 920	good
0.14979	0.48127	0.02894	0.19536	0.07333	type 1	sample 921	good
0.14849	0.39299	-0.10253	0.11179	0.07208	type 4	sample 922	good
0.14684	0.40576	-0.10106	0.11737	0.06793	type 4	sample 923	bad
0.16397	0.47304	0.03088	0.19802	0.07887	type 1	sample 924	good
0.16657	0.44294	0.04528	0.1531	0.07594	type 3	sample 925	bad
0.40971	0.33596	0.00039	0.15135	0.07061	type 5	sample 926	bad
0.11291	0.21022	0.00653	0.18646	0.11245	type 2	sample 927	bad
0.14807	0.40835	-0.09664	0.11666	0.06984	type 4	sample 928	bad
0.10798	0.20758	0.01562	0.18174	0.05211	type 2	sample 929	bad
0.15171	0.43427	0.05414	0.13186	0.08003	type 3	sample 930	bad
0.10752	0.2076	0.01351	0.18166	0.07081	type 2	sample 931	bad
0.40948	0.33721	-0.00047	0.14784	0.07536	type 5	sample 932	bad
0.14476	0.41149	-0.07547	0.13018	0.07687	type 4	sample 933	good
0.11345	0.2121	0.01147	0.17242	-0.00823	type 2	sample 934	bad
0.11067	0.20789	0.01584	0.17954	0.04805	type 2	sample 935	bad
0.15023	0.48172	0.03094	0.19465	0.07411	type 1	sample 936	good
0.41503	0.33501	-0.00106	0.15223	0.07219	type 5	sample 937	good
0.41351	0.33447	-0.00053	0.15022	0.0739	type 5	sample 938	good
0.14926	0.41031	-0.07671	0.13011	0.07234	type 4	sample 939	good
0.11239	0.20645	0.00679	0.18793	0.13247	type 2	sample 940	bad
0.14365	0.37249	-0.09126	0.119	0.07586	type 4	sample 941	good
0.14151	0.37408	-0.0853	0.11896	0.07954	type 4	sample 942	bad
0.40712	0.3383	-0.00172	0.15119	0.07185	type 5	sample 943	bad
0.15324	0.48007	0.03161	0.1997	0.07668	type 1	sample 944	good
0.14869	0.41602	-0.06646	0.13639	0.07506	type 4	sample 945	good
0.14225	0.46584	0.03588	0.19172	0.06079	type 1	sample 946	good
0.40903	0.33935	-5e-05	0.15281	0.0722	type 5	sample 947	bad
0.15081	0.39531	-0.10172	0.11384	0.07053	type 4	sample 948	bad
0.14824	0.40074	-0.09822	0.115	0.07045	type 4	sample 949	good
0.14743	0.38934	-0.11423	0.10886	0.07718	type 4	sample 950	bad
0.14229	0.37353	-0.08665	0.12232	0.07823	type 4	sample 951	good
0.10927	0.21159	0.01382	0.17016	-0.00077	type 2	sample 952	bad
0.14578	0.36872	-0.12129	0.10145	0.07322	type 4	sample 953	bad
0.15083	0.4785	0.02267	0.1962	0.07413	type 1	sample 954	good
0.1471	0.38026	-0.10566	0.11132	0.07484	type 4	sample 955	bad
0.15932	0.47593	0.02865	0.19519	0.07909	type 1	sample 956	good
0.41194	0.33457	-0.00362	0.15119	0.07588	type 5	sample 957	good
0.14844	0.48126	0.03207	0.19764	0.0758	type 1	sample 958	good
0.11135	0.20713	0.01624	0.18502	0.077	type 2	sample 959	bad
0.14591	0.39456	-0.10235	0.11318	0.07057	type 4	sample 960	bad
0.14575	0.37778	-0.08822	0.11893	0.07304	type 4	sample 961	good
0.40666	0.3366	0.00233	0.14807	0.07044	type 5	sample 962	good
0.14711	0.39985	-0.10252	0.11728	0.07294	type 4	sample 963	bad
0.14594	0.47313	0.0332	0.19565	0.06568	type 1	sample 964	good
0.40887	0.3361	-0.00097	0.14924	0.07413	type 5	sample 965	bad
0.36959	0.35887	0.00524	0.16067	0.07247	type 5	sample 966	bad
0.15852	0.43296	0.05466	0.13768	0.07641	type 3	sample 967	good
0.14818	0.40656	-0.07577	0.12457	0.07277	type 4	sample 968	good
0.14548	0.38647	-0.07138	0.13093	0.08001	type 4	sample 969	bad
0.11358	0.31527	0.14501	-0.07254	0.08394	type 3	sample 970	bad
0.14816	0.48427	0.03707	0.19953	0.0753	type 1	sample 971	good
0.39426	0.34406	0.00386	0.15516	0.07536	type 5	sample 972	good
0.40944	0.33673	-0.00063	0.15169	0.07274	type 5	sample 973	bad
0.14686	0.38998	-0.09946	0.11828	0.07188	type 4	sample 974	bad
0.10989	0.2136	0.0171	0.17217	-0.00324	type 2	sample 975	bad
0.14934	0.41107	-0.08472	0.1255	0.07479	type 4	sample 976	good
0.14527	0.38043	-0.09455	0.11555	0.07316	type 4	sample 977	bad
0.1488	0.41017	-0.07223	0.13225	0.0743	type 4	sample 978	good
0.15489	0.47975	0.02555	0.19639	0.07713	type 1	sample 979	good
0.14676	0.39362	-0.12343	0.10687	0.07085	type 4	sample 980	bad
0.14486	0.46315	0.03261	0.19077	0.05981	type 1	sample 981	good
0.10582	0.20304	0.01684	0.18129	0.0694	type 2	sample 982	bad
0.40897	0.3371	-0.00116	0.15045	0.07292	type 5	sample 983	bad
0.15106	0.39109	-0.10926	0.11167	0.07141	type 4	sample 984	good
0.14661	0.39194	-0.09832	0.11728	0.07007	type 4	sample 985	good
0.39032	0.34669	0.00323	0.15607	0.0748	type 5	sample 986	good
0.14408	0.37492	-0.08836	0.11783	0.07654	type 4	sample 987	good
0.15382	0.48153	0.03118	0.19843	0.07494	type 1	sample 988	good
0.14904	0.40527	-0.09857	0.11532	0.06915	type 4	sample 989	good
0.14831	0.41528	-0.06595	0.13134	0.07338	type 4	sample 990	good
0.14719	0.40583	-0.08715	0.12372	0.0712	type 4	sample 991	bad
0.40772	0.33731	0.00522	0.15196	0.07353	type 5	sample 992	good
0.15214	0.42305	0.06482	0.11259	0.07921	type 3	sample 993	good
0.1499	0.3913	-0.10216	0.11223	0.07541	type 4	sample 994	bad
0.14561	0.38158	-0.10452	0.11607	0.07167	type 4	sample 995	bad
0.14764	0.37607	-0.11648	0.10468	0.07369	type 4	sample 996	good
0.17985	0.43707	0.04471	0.15222	0.07453	type 3	sample 997	good
0.40992	0.33486	-0.00132	0.15111	0.07229	type 5	sample 998	bad
0.15148	0.4844	0.03655	0.20167	0.07422	type 1	sample 999	good
0.14827	0.40006	-0.09404	0.11847	0.07339	type 4	sample 1000	bad
0.11204	0.21372	0.01648	0.17205	-0.00142	type 2	sample 1001	bad
0.14621	0.39883	-0.08612	0.12391	0.07286	type 4	sample 1002	good
0.14761	0.37615	-0.11502	0.10861	0.07357	type 4	sample 1003	good
0.14547	0.38329	-0.12036	0.10699	0.0751	type 4	sample 1004	bad
0.40166	0.33789	0.00054	0.15483	0.07558	type 5	sample 1005	bad
0.14768	0.41986	-0.06633	0.13335	0.07318	type 4	sample 1006	bad
0.14693	0.37446	-0.11515	0.10604	0.07122	type 4	sample 1007	bad
0.10883	0.20255	0.01278	0.18452	0.06763	type 2	sample 1008	bad
0.10893	0.205	0.00852	0.18893	0.12736	type 2	sample 1009	bad
0.1508	0.42928	-0.06171	0.1398	0.0754	type 4	sample 1010	bad
0.15299	0.48014	0.02614	0.19815	0.0778	type 1	sample 1011	good
0.14914	0.39388	-0.10526	0.11415	0.07389	type 4	sample 1012	good
0.14749	0.4128	-0.07583	0.1307	0.07317	type 4	sample 1013	good
0.15279	0.48039	0.02556	0.19708	0.07693	type 1	sample 1014	good
0.14792	0.39396	-0.07843	0.12584	0.07325	type 4	sample 1015	bad
0.14875	0.3948	-0.1023	0.11326	0.0713	type 4	sample 1016	bad
0.10917	0.20862	0.00796	0.18573	0.11807	type 2	sample 1017	bad
0.10921	0.20537	0.01246	0.17932	0.07069	type 2	sample 1018	bad
0.14903	0.38435	-0.09675	0.11712	0.07328	type 4	sample 1019	good
0.14753	0.47942	0.0306	0.19615	0.07273	type 1	sample 1020	good
0.10947	0.20449	0.0127	0.18699	0.09087	type 2	sample 1021	bad
0.14631	0.41567	-0.07838	0.12774	0.07196	type 4	sample 1022	bad
0.15208	0.41376	0.0695	0.10613	0.0758	type 3	sample 1023	good
0.11051	0.20611	0.00639	0.18847	0.12829	type 2	sample 1024	bad
0.14276	0.45849	0.03656	0.18597	0.06206	type 1	sample 1025	good
0.39393	0.34601	0.00016	0.15254	0.07485	type 5	sample 1026	good
0.14793	0.40575	-0.10169	0.11785	0.07195	type 4	sample 1027	good
0.38972	0.3475	0.00439	0.15752	0.06905	type 5	sample 1028	good
0.4142	0.33141	-0.00245	0.15033	0.0721	type 5	sample 1029	good
0.14866	0.39124	-0.10439	0.11651	0.0731	type 4	sample 1030	bad
0.15129	0.41742	-0.06966	0.13485	0.07293	type 4	sample 1031	good
0.157	0.48261	0.03213	0.20076	0.07621	type 1	sample 1032	good
0.1081	0.20742	0.01017	0.17923	0.06051	type 2	sample 1033	bad
0.36717	0.35882	0.00677	0.15966	0.07735	type 5	sample 1034	bad
0.10874	0.20499	0.0094	0.18672	0.09129	type 2	sample 1035	bad
0.1476	0.39422	-0.10303	0.11297	0.07101	type 4	sample 1036	bad
0.14692	0.42491	-0.05428	0.13596	0.07182	type 4	sample 1037	good
0.14825	0.48327	0.03148	0.19592	0.07207	type 1	sample 1038	good
0.10892	0.20664	0.01368	0.18044	0.05645	type 2	sample 1039	bad
0.11184	0.2036	0.00523	0.18559	0.12268	type 2	sample 1040	bad
0.14751	0.38398	-0.11052	0.10956	0.07633	type 4	sample 1041	bad
0.18078	0.43914	0.04125	0.15416	0.07879	type 3	sample 1042	good
0.41438	0.33471	-0.00193	0.1511	0.07076	type 5	sample 1043	bad
0.14572	0.39787	-0.09684	0.11938	0.07385	type 4	sample 1044	good
0.14302	0.46497	0.03511	0.19117	0.06137	type 1	sample 1045	good
0.14787	0.40333	-0.08527	0.12581	0.06636	type 4	sample 1046	bad
0.11251	0.21255	0.01794	0.17675	0.04495	type 2	sample 1047	bad
0.15936	0.46398	0.03026	0.1774	0.07619	type 3	sample 1048	bad
0.14907	0.38744	-0.10169	0.11179	0.07207	type 4	sample 1049	good
0.14864	0.39691	-0.09853	0.11772	0.07164	type 4	sample 1050	good
0.14671	0.38893	-0.10749	0.11272	0.0726	type 4	sample 1051	bad
0.14626	0.39997	-0.09171	0.11892	0.07304	type 4	sample 1052	bad
0.1453	0.38156	-0.07502	0.13332	0.07556	type 4	sample 1053	bad
0.15203	0.48081	0.02152	0.19579	0.07668	type 1	sample 1054	good
0.17909	0.42972	0.0467	0.14338	0.07581	type 3	sample 1055	bad
0.10625	0.20447	0.01355	0.1834	0.07797	type 2	sample 1056	bad
0.11276	0.20515	0.01051	0.18685	0.12933	type 2	sample 1057	bad
0.14407	0.37433	-0.11918	0.10586	0.07095	type 4	sample 1058	bad
0.11063	0.20596	0.01053	0.18663	0.09657	type 2	sample 1059	bad
0.41069	0.3373	-0.00036	0.14823	0.07121	type 5	sample 1060	bad
0.10941	0.2095	0.01525	0.17433	0.01589	type 2	sample 1061	bad
0.14748	0.382	-0.10732	0.11512	0.0741	type 4	sample 1062	good
0.14687	0.40504	-0.10211	0.11385	0.07312	type 4	sample 1063	good
0.14679	0.3832	-0.11131	0.10755	0.07179	type 4	sample 1064	good
0.1867	0.43477	0.03961	0.14966	0.07516	type 3	sample 1065	good
0.14974	0.46543	0.02936	0.19191	0.06263	type 1	sample 1066	good
0.11394	0.21675	-5e-05	0.18035	0.11349	type 2	sample 1067	bad
0.15564	0.48011	0.02655	0.19969	0.07898	type 1	sample 1068	good
0.16799	0.44996	0.04342	0.15925	0.07722	type 3	sample 1069	bad
0.11147	0.21214	0.00412	0.1859	0.11205	type 2	sample 1070	bad
0.41619	0.33549	-0.00361	0.15122	0.0715	type 5	sample 1071	good
0.15213	0.42702	-0.05484	0.13923	0.07405	type 4	sample 1072	bad
0.14642	0.39543	-0.10533	0.11157	0.07281	type 4	sample 1073	bad
0.14315	0.36716	-0.09498	0.1195	0.08024	type 4	sample 1074	good
0.14916	0.4042	-0.09812	0.12025	0.07371	type 4	sample 1075	good
0.15116	0.42185	-0.068	0.13454	0.07232	type 4	sample 1076	good
0.37941	0.35314	0.00422	0.15688	0.07463	type 5	sample 1077	good
0.1499	0.48226	0.03203	0.1969	0.07484	type 1	sample 1078	good
0.14141	0.46306	0.03472	0.1934	0.06419	type 1	sample 1079	good
0.14828	0.41327	-0.07893	0.12566	0.07381	type 4	sample 1080	bad
0.11011	0.21038	0.00424	0.1835	0.11718	type 2	sample 1081	bad
0.14781	0.48272	0.03039	0.19322	0.07663	type 1	sample 1082	good
0.41452	0.33365	0.00161	0.15217	0.07289	type 5	sample 1083	good
0.10962	0.20851	0.00987	0.18529	0.10045	type 2	sample 1084	bad
0.15028	0.40917	-0.09369	0.11734	0.06908	type 4	sample 1085	good
0.14672	0.40244	-0.0992	0.11761	0.07039	type 4	sample 1086	bad
0.14641	0.37727	-0.09218	0.11924	0.07415	type 4	sample 1087	bad
0.14822	0.41958	-0.06857	0.13653	0.0756	type 4	sample 1088	bad
0.1474	0.40738	-0.07471	0.1255	0.07277	type 4	sample 1089	bad
0.14933	0.4121	-0.07446	0.12675	0.07151	type 4	sample 1090	good
0.11085	0.20318	0.01278	0.18503	0.07998	type 2	sample 1091	bad
0.14816	0.40773	-0.09128	0.11934	0.06895	type 4	sample 1092	bad
0.1525	0.44386	0.05291	0.14221	0.07652	type 3	sample 1093	good
0.15531	0.43533	0.05331	0.13565	0.07329	type 3	sample 1094	bad
0.37917	0.35248	0.00753	0.15869	0.07369	type 5	sample 1095	bad
0.20336	0.42366	0.03577	0.14953	0.07711	type 3	sample 1096	good
0.14993	0.39991	-0.09989	0.11768	0.06911	type 4	sample 1097	bad
0.14516	0.38509	-0.11881	0.10728	0.07332	type 4	sample 1098	bad
0.14513	0.41063	-0.08098	0.12193	0.07666	type 4	sample 1099	good
0.14243	0.3696	-0.09183	0.11849	0.07461	type 4	sample 1100	good
0.11267	0.21003	0.0145	0.16871	-0.01029	type 2	sample 1101	bad
0.11019	0.20432	0.01455	0.18133	0.07249	type 2	sample 1102	bad
0.15413	0.48213	0.03056	0.19736	0.07518	type 1	sample 1103	good
0.14673	0.40186	-0.09637	0.11553	0.07375	type 4	sample 1104	good
0.1455	0.39071	-0.10708	0.11316	0.07738	type 4	sample 1105	good
0.14636	0.39882	-0.09957	0.11575	0.06931	type 4	sample 1106	good
0.11173	0.21065	0.01534	0.17197	0.00173	type 2	sample 1107	bad
0.14117	0.36928	-0.08597	0.12414	0.07293	type 4	sample 1108	good
0.41274	0.33538	-0.00193	0.15128	0.07132	type 5	sample 1109	good
0.14485	0.37797	-0.11147	0.11206	0.07445	type 4	sample 1110	bad
0.14936	0.40007	-0.10122	0.11489	0.07472	type 4	sample 1111	bad
0.15733	0.46683	0.03864	0.17661	0.07648	type 3	sample 1112	good
0.14776	0.40417	-0.0943	0.12073	0.07195	type 4	sample 1113	good
0.20336	0.42412	0.04045	0.15302	0.07637	type 3	sample 1114	good
0.14991	0.38763	-0.10646	0.11021	0.07273	type 4	sample 1115	bad
0.14732	0.48067	0.03266	0.19331	0.06944	type 1	sample 1116	good
0.11121	0.2098	0.0198	0.17662	0.04055	type 2	sample 1117	bad
0.1082	0.20405	0.01101	0.18313	0.08545	type 2	sample 1118	bad
0.14671	0.40215	-0.0759	0.13005	0.07088	type 4	sample 1119	bad
0.14879	0.48283	0.0299	0.19742	0.07251	type 1	sample 1120	good
0.41284	0.33522	-0.00122	0.14959	0.0719	type 5	sample 1121	bad
0.11212	0.21104	0.00576	0.18959	0.11637	type 2	sample 1122	bad
0.11159	0.20603	0.00708	0.18723	0.12782	type 2	sample 1123	bad
0.14788	0.41689	-0.06586	0.13341	0.07499	type 4	sample 1124	bad
0.41412	0.33499	-0.00275	0.15119	0.07372	type 5	sample 1125	good
0.14945	0.4788	0.03009	0.19127	0.07222	type 1	sample 1126	good
