dim 1,dim 2,dim 3,dim 4,dim 5,sample_type,sample,sample_type_binary,KMeans labels
0.14736,0.40093,-0.0999,0.11424000000000001,0.07071000000000001,type 4,sample 1446,bad,0
0.1554,0.47831999999999997,0.02275,0.1946,0.07667,type 1,sample 1447,good,3
0.41048999999999997,0.33508000000000004,0.00243,0.15312,0.07524,type 5,sample 1448,good,1
0.14577,0.38645,-0.10563,0.11010999999999999,0.07287,type 4,sample 1449,good,0
0.15572,0.4303,0.055970000000000006,0.12739,0.07384,type 3,sample 1450,bad,3
0.14722000000000002,0.38464,-0.07864,0.13041,0.07441,type 4,sample 1451,bad,0
0.14393,0.3756,-0.09027,0.12055,0.07468,type 4,sample 1452,bad,0
0.14705,0.39219,-0.11024,0.10898,0.06964,type 4,sample 1453,good,0
0.18375999999999998,0.38976,0.06452999999999999,0.09078,0.07178999999999999,type 3,sample 1454,bad,4
0.1187,0.32929,0.12866,-0.03997,0.07605,type 3,sample 1455,good,4
0.14637,0.47905,0.03073,0.19543,0.0714,type 1,sample 1456,good,3
0.1734,0.4523,0.03495,0.17003,0.07881,type 3,sample 1457,good,3
0.14924,0.42093,-0.06652999999999999,0.13192,0.07200000000000001,type 4,sample 1458,good,0
0.14395,0.39423,-0.11315,0.10380999999999999,0.0725,type 4,sample 1459,good,0
0.14737,0.3846,-0.10467,0.11529,0.0734,type 4,sample 1460,good,0
0.14945999999999998,0.41971,-0.06606000000000001,0.132,0.07012,type 4,sample 1461,bad,0
0.17969000000000002,0.43618,0.04244,0.15105,0.07796,type 3,sample 1462,bad,3
0.11098,0.20605,0.0065,0.18800999999999998,0.13,type 2,sample 1463,bad,5
0.11234000000000001,0.20995999999999998,0.01324,0.17165,0.00282,type 2,sample 1464,bad,2
0.1543,0.48086,0.03113,0.20107,0.07424,type 1,sample 1465,good,3
0.14956,0.39755999999999997,-0.10537,0.11612,0.07042000000000001,type 4,sample 1466,bad,0
0.14321,0.46226999999999996,0.0374,0.19163,0.06109,type 1,sample 1467,good,3
0.15537,0.48008999999999996,0.02167,0.19574,0.07582,type 1,sample 1468,good,3
0.16293,0.38858000000000004,0.07427,0.07915,0.07493,type 3,sample 1469,good,4
0.14495999999999998,0.38469000000000003,-0.11962,0.10547999999999999,0.07296,type 4,sample 1470,good,0
0.14790999999999999,0.39054,-0.10404000000000001,0.11399000000000001,0.07346,type 4,sample 1471,good,0
0.14317,0.38556,-0.10107000000000001,0.11241,0.0718,type 4,sample 1472,bad,0
0.1419,0.46465,0.03563,0.19188,0.05671,type 1,sample 1473,good,3
0.14344,0.37603000000000003,-0.08348,0.12713,0.07462,type 4,sample 1474,bad,0
0.14976,0.39513000000000004,-0.10475999999999999,0.11233,0.07337,type 4,sample 1475,bad,0
0.14774,0.48265,0.03196,0.19229000000000002,0.07307999999999999,type 1,sample 1476,good,3
0.16477999999999998,0.47241000000000005,0.030739999999999996,0.19754000000000002,0.07615,type 1,sample 1477,good,3
0.41068999999999994,0.3352,0.00055,0.15264,0.07536,type 5,sample 1478,good,1
0.14653,0.42115,-0.07879,0.12680999999999998,0.07151,type 4,sample 1479,good,0
0.40606,0.34033,-0.00025,0.15168,0.07215,type 5,sample 1480,bad,1
0.14249,0.38186,-0.08288,0.12439000000000001,0.07672000000000001,type 4,sample 1481,bad,0
0.14520999999999998,0.40768000000000004,-0.09322000000000001,0.11889000000000001,0.07279,type 4,sample 1482,bad,0
0.14737,0.3904,-0.10411,0.11168,0.07378,type 4,sample 1483,bad,0
0.14564000000000002,0.42831,0.061810000000000004,0.12254000000000001,0.07801,type 3,sample 1484,good,3
0.14614000000000002,0.46085,0.03272,0.19296,0.06274,type 1,sample 1485,good,3
0.40941,0.33886,-0.00032,0.14986,0.07624,type 5,sample 1486,bad,1
0.16402,0.42183000000000004,0.05537,0.12480999999999999,0.07777,type 3,sample 1487,good,3
0.14274,0.46293,0.032760000000000004,0.19216,0.05923,type 1,sample 1488,good,3
0.157,0.47808999999999996,0.030369999999999998,0.19812000000000002,0.0737,type 1,sample 1489,good,3
0.14992,0.39571999999999996,-0.10345,0.11507,0.07106,type 4,sample 1490,bad,0
0.14831,0.39114,-0.10317,0.11435999999999999,0.07578,type 4,sample 1491,good,0
0.41552,0.33366,-0.00214,0.14827,0.07429,type 5,sample 1492,good,1
0.41384,0.33468000000000003,0.00105,0.15315,0.06961,type 5,sample 1493,bad,1
0.14678,0.38745,-0.10357999999999999,0.11325,0.07489,type 4,sample 1494,good,0
0.14964,0.48211000000000004,0.03428,0.1958,0.07325,type 1,sample 1495,good,3
0.10926,0.20551999999999998,0.01514,0.18450999999999998,0.06942999999999999,type 2,sample 1496,bad,5
0.15275999999999998,0.48493,0.034710000000000005,0.20101,0.07569,type 1,sample 1497,good,3
0.1491,0.38584,-0.1054,0.11467000000000001,0.07678,type 4,sample 1498,good,0
0.16808,0.44206000000000006,0.045630000000000004,0.15232,0.07458,type 3,sample 1499,good,3
0.11299000000000001,0.2141,0.0135,0.17626,0.03789,type 2,sample 1500,bad,2
0.14489000000000002,0.38515,-0.07754,0.12415999999999999,0.07867,type 4,sample 1501,bad,0
0.11560999999999999,0.32098000000000004,0.14237,-0.06359,0.08506,type 3,sample 1502,bad,4
0.41411000000000003,0.33552,0.00057,0.1511,0.07198,type 5,sample 1503,bad,1
0.15647,0.48147,0.03229,0.19773,0.07647999999999999,type 1,sample 1504,good,3
0.10920999999999999,0.21041999999999997,0.015040000000000001,0.17935,0.03971,type 2,sample 1505,bad,2
0.41849,0.33279000000000003,-0.00351,0.15005,0.07081,type 5,sample 1506,good,1
0.14824,0.39841,-0.09908,0.11732999999999999,0.07352,type 4,sample 1507,good,0
0.40673000000000004,0.33841,-0.0011,0.14956,0.07044,type 5,sample 1508,bad,1
0.41462,0.33335,-0.00389,0.14987,0.07254,type 5,sample 1509,good,1
0.14559,0.39975,-0.10298,0.11462,0.0711,type 4,sample 1510,bad,0
0.39200999999999997,0.34563,0.004070000000000001,0.15588,0.07446,type 5,sample 1511,good,1
0.15150999999999998,0.4799,0.02719,0.19585,0.07808999999999999,type 1,sample 1512,good,3
0.15191,0.47986,0.02385,0.19667,0.07843,type 1,sample 1513,good,3
0.14809,0.39663000000000004,-0.1075,0.11410999999999999,0.07103,type 4,sample 1514,good,0
0.37633,0.35658,0.00132,0.15500999999999998,0.07402,type 5,sample 1515,good,1
0.10901,0.19954000000000002,0.015380000000000001,0.18367999999999998,0.07296,type 2,sample 1516,bad,5
0.4155,0.33765,-0.00081,0.14929,0.07137,type 5,sample 1517,good,1
0.40801,0.33746,0.0013,0.15192,0.07134,type 5,sample 1518,bad,1
0.41528000000000004,0.33351,-0.00231,0.1478,0.07355,type 5,sample 1519,good,1
0.11210999999999999,0.21372,0.015380000000000001,0.17101,-0.0014199999999999998,type 2,sample 1520,bad,2
0.11032,0.20849,0.014230000000000001,0.17794000000000001,0.04927,type 2,sample 1521,bad,2
0.15116,0.41826,-0.06897,0.13607,0.0723,type 4,sample 1522,good,0
0.14625,0.38077,-0.10387,0.11574000000000001,0.07919,type 4,sample 1523,good,0
0.14893,0.47956000000000004,0.03035,0.19584000000000001,0.07441,type 1,sample 1524,good,3
0.15245999999999998,0.47886999999999996,0.02249,0.19447,0.07832,type 1,sample 1525,good,3
0.14708,0.38776,-0.11513,0.10634,0.07247,type 4,sample 1526,good,0
0.11032,0.21494000000000002,0.011179999999999999,0.17487,0.042589999999999996,type 2,sample 1527,bad,2
0.14782,0.41758999999999996,-0.06845,0.13546,0.07102,type 4,sample 1528,bad,0
0.14587,0.37128,-0.13217,0.0961,0.0691,type 4,sample 1529,good,0
0.1447,0.3996,-0.09402,0.11929000000000001,0.06911,type 4,sample 1530,good,0
0.41411000000000003,0.33595,0.00041,0.14989,0.07239,type 5,sample 1531,good,1
0.14627,0.3846,-0.10162,0.11270999999999999,0.06873,type 4,sample 1532,good,0
0.1439,0.45891000000000004,0.03522,0.18989,0.05877,type 1,sample 1533,good,3
0.10962999999999999,0.20528000000000002,0.0124,0.18151,0.06564,type 2,sample 1534,bad,5
0.14579,0.37494,-0.0935,0.12021,0.07395,type 4,sample 1535,bad,0
0.11227000000000001,0.20843000000000003,0.00607,0.18677,0.11479,type 2,sample 1536,bad,5
0.14653,0.39249,-0.09777999999999999,0.11434000000000001,0.07418,type 4,sample 1537,bad,0
0.14881,0.48236999999999997,0.030369999999999998,0.19207,0.07198,type 1,sample 1538,good,3
0.15306,0.4247,-0.08843,0.12491,0.07153999999999999,type 4,sample 1539,bad,0
0.11388,0.23531,0.006959999999999999,0.18553,0.10887999999999999,type 2,sample 1540,bad,5
0.10985999999999999,0.20928000000000002,0.00603,0.18425999999999998,0.11175,type 2,sample 1541,bad,5
0.12863,0.35758,0.1141,-0.00225,0.08215,type 3,sample 1542,good,4
0.41391000000000006,0.33614,-0.00182,0.15265,0.07126,type 5,sample 1543,good,1
0.11198,0.2102,0.0034700000000000004,0.18311,0.11763,type 2,sample 1544,bad,5
0.14292,0.37119,-0.09154,0.12103,0.0722,type 4,sample 1545,bad,0
0.39479000000000003,0.33996,-0.00084,0.15373,0.07546,type 5,sample 1546,good,1
0.38623,0.34955,0.00421,0.15288,0.0727,type 5,sample 1547,good,1
0.14789000000000002,0.3897,-0.10396,0.11375,0.07328,type 4,sample 1548,good,0
0.10880999999999999,0.20544,0.01492,0.18170999999999998,0.06832,type 2,sample 1549,bad,5
0.36475,0.35906,0.00435,0.15827,0.0743,type 5,sample 1550,good,1
0.14587,0.38176,-0.11325999999999999,0.11025,0.07312,type 4,sample 1551,good,0
0.1442,0.42738999999999994,0.06269,0.12428,0.07884,type 3,sample 1552,good,3
0.41339,0.33766999999999997,0.00162,0.1519,0.07378,type 5,sample 1553,bad,1
0.1487,0.38933,-0.10802,0.11269000000000001,0.07075,type 4,sample 1554,bad,0
0.1368,0.35929,-0.07631,0.12596,0.07893,type 4,sample 1555,bad,0
0.14609,0.36885,-0.13076,0.09869,0.0709,type 4,sample 1556,good,0
0.14637999999999998,0.39155999999999996,-0.10004,0.11414,0.0721,type 4,sample 1557,bad,0
0.41644,0.33446,0.00117,0.14923,0.07413,type 5,sample 1558,good,1
0.10977999999999999,0.20635,0.0078,0.18945,0.12988,type 2,sample 1559,bad,5
0.14981,0.39565,-0.10049,0.11432,0.07547000000000001,type 4,sample 1560,bad,0
0.16577999999999998,0.44171000000000005,0.04709,0.15345,0.07672000000000001,type 3,sample 1561,good,3
0.14725,0.39016,-0.10917,0.11307,0.07101,type 4,sample 1562,bad,0
0.14682,0.396,-0.09931,0.11268,0.07345,type 4,sample 1563,good,0
0.41361000000000003,0.33361,-0.00101,0.14915,0.07506,type 5,sample 1564,bad,1
0.11358,0.21116,0.01565,0.1715,-0.00088,type 2,sample 1565,bad,2
0.11142,0.21106999999999998,0.01697,0.17124,-0.0019100000000000002,type 2,sample 1566,bad,2
0.1711,0.44523999999999997,0.03948,0.16274,0.08025,type 3,sample 1567,good,3
0.15488,0.47971,0.02405,0.19605,0.07499,type 1,sample 1568,good,3
0.39384,0.34196,-0.00011999999999999999,0.15485,0.07406,type 5,sample 1569,good,1
0.14268,0.37033,-0.08734,0.12199000000000002,0.0792,type 4,sample 1570,good,0
0.41073000000000004,0.33803,-0.00013000000000000002,0.15064,0.07205,type 5,sample 1571,good,1
0.11110999999999999,0.2043,0.0084,0.18379,0.09784,type 2,sample 1572,bad,5
0.14753,0.39237,-0.09016,0.11828,0.07203999999999999,type 4,sample 1573,bad,0
0.14684,0.39934000000000003,-0.09909,0.11780999999999998,0.07457000000000001,type 4,sample 1574,bad,0
0.41428999999999994,0.33271,-0.0035,0.15027000000000001,0.07334,type 5,sample 1575,bad,1
0.12029000000000001,0.3386,0.1244,-0.03162,0.07754,type 3,sample 1576,bad,4
0.14898,0.41041000000000005,-0.08209,0.12355,0.07215,type 4,sample 1577,good,0
0.13130999999999998,0.37149,0.10404000000000001,0.0245,0.08005,type 3,sample 1578,bad,4
0.14219,0.46065,0.038610000000000005,0.19005,0.05727,type 1,sample 1579,good,3
0.14917,0.48098,0.032889999999999996,0.19297999999999998,0.07237,type 1,sample 1580,good,3
0.10722999999999999,0.20189000000000001,0.01463,0.1812,0.06788999999999999,type 2,sample 1581,bad,5
0.14556,0.40108,-0.08135,0.12499,0.07642,type 4,sample 1582,bad,0
0.14852,0.4026,-0.10029,0.11433,0.07206,type 4,sample 1583,good,0
0.41375,0.33701,-0.00114,0.1527,0.06955,type 5,sample 1584,good,1
0.15011,0.40997,-0.08692000000000001,0.12264000000000001,0.07198,type 4,sample 1585,bad,0
0.14215999999999998,0.46335,0.03272,0.19091,0.06027999999999999,type 1,sample 1586,good,3
0.14933,0.48061000000000004,0.031,0.19684000000000001,0.07247999999999999,type 1,sample 1587,good,3
0.11142,0.21431,0.01854,0.16998,-0.00054,type 2,sample 1588,bad,2
0.15717,0.47895,0.03179,0.19882,0.07447999999999999,type 1,sample 1589,good,3
0.10989000000000002,0.20564000000000002,0.013000000000000001,0.18283,0.07225,type 2,sample 1590,bad,5
0.10804000000000001,0.20372,0.01714,0.1841,0.08857000000000001,type 2,sample 1591,bad,5
0.14548,0.37174,-0.08715,0.12197000000000001,0.07316,type 4,sample 1592,good,0
0.11449000000000001,0.21056999999999998,0.00528,0.1843,0.1169,type 2,sample 1593,bad,5
0.11022,0.20551999999999998,0.006490000000000001,0.19054000000000001,0.1323,type 2,sample 1594,bad,5
0.14809,0.40667,-0.10687,0.11075,0.07003999999999999,type 4,sample 1595,bad,0
0.41817,0.33559,0.00062,0.15059,0.07166,type 5,sample 1596,good,1
0.14664000000000002,0.41363,-0.09409,0.12082999999999999,0.06825,type 4,sample 1597,good,0
0.14190999999999998,0.37248000000000003,-0.07958,0.127,0.06882,type 4,sample 1598,bad,0
0.14642,0.4122,-0.0878,0.12364000000000001,0.07232999999999999,type 4,sample 1599,bad,0
0.41573999999999994,0.33328,0.0009199999999999999,0.14891,0.07341,type 5,sample 1600,bad,1
0.16405,0.43646,0.050289999999999994,0.1337,0.0796,type 3,sample 1601,good,3
0.15131,0.47768,0.02355,0.19621,0.07823,type 1,sample 1602,good,3
0.40474,0.3393,-0.00322,0.15185,0.07513,type 5,sample 1603,good,1
0.41391999999999995,0.3335,0.0015199999999999999,0.15008,0.07014,type 5,sample 1604,bad,1
0.4135,0.33594,0.00021,0.15111,0.07232999999999999,type 5,sample 1605,bad,1
0.15075999999999998,0.41551000000000005,-0.06811,0.13014,0.0768,type 4,sample 1606,good,0
0.14413,0.38532,-0.09362999999999999,0.11698,0.07065,type 4,sample 1607,good,0
0.14886,0.42189,-0.06542,0.13530999999999999,0.07209,type 4,sample 1608,good,0
0.14715999999999999,0.39038,-0.07758,0.12982,0.07522999999999999,type 4,sample 1609,bad,0
0.41531999999999997,0.33171999999999996,0.0011300000000000001,0.1528,0.07219,type 5,sample 1610,good,1
0.12057000000000001,0.32714,0.13,-0.04325,0.08333,type 3,sample 1611,bad,4
0.39939,0.33899999999999997,-0.00053,0.1508,0.07543,type 5,sample 1612,good,1
0.40596,0.33669,0.00085,0.15417,0.07528,type 5,sample 1613,bad,1
0.14290999999999998,0.46998999999999996,0.03701,0.19259,0.06348,type 1,sample 1614,good,3
0.14372000000000001,0.37055,-0.08497,0.12197999999999999,0.0738,type 4,sample 1615,good,0
0.10855,0.20407999999999998,0.01555,0.18259,0.06838,type 2,sample 1616,bad,5
0.14547000000000002,0.38831,-0.1251,0.1014,0.07334,type 4,sample 1617,good,0
0.15067,0.42468999999999996,-0.06182000000000001,0.13873,0.07467,type 4,sample 1618,good,0
0.15029,0.40852,-0.08635,0.12199000000000002,0.07200000000000001,type 4,sample 1619,good,0
0.14526,0.41056000000000004,0.07284,0.08366,0.08007,type 3,sample 1620,bad,4
0.14686,0.48226,0.0262,0.19707,0.07157000000000001,type 1,sample 1621,good,3
0.14944000000000002,0.41118000000000005,-0.0728,0.12784,0.07059,type 4,sample 1622,good,0
0.14953,0.41268,-0.06957,0.1263,0.07088,type 4,sample 1623,bad,0
0.14931,0.40383,-0.10412,0.11354000000000002,0.07415,type 4,sample 1624,bad,0
0.41694,0.33598,0.00432,0.14993,0.07001,type 5,sample 1625,good,1
0.14623,0.38956999999999997,-0.10388,0.11364,0.07593,type 4,sample 1626,good,0
0.10980999999999999,0.20378,0.01248,0.1828,0.0824,type 2,sample 1627,bad,5
0.14063,0.37584,-0.07911,0.12470999999999999,0.07171,type 4,sample 1628,bad,0
0.1537,0.47994,0.02367,0.19738,0.07797,type 1,sample 1629,good,3
0.11070999999999999,0.21654,0.01573,0.17884,0.04147,type 2,sample 1630,bad,2
0.40116,0.34054,0.00325,0.15522,0.07567,type 5,sample 1631,good,1
0.14806,0.39864,-0.10275999999999999,0.11341,0.07432000000000001,type 4,sample 1632,good,0
0.19102,0.43417,0.03758,0.15708,0.07517,type 3,sample 1633,good,3
0.17617,0.41005,0.05989,0.11195999999999999,0.0746,type 3,sample 1634,bad,3
0.15043,0.48368999999999995,0.02862,0.19539,0.07082999999999999,type 1,sample 1635,good,3
0.15328,0.47841999999999996,0.02366,0.19994,0.07717,type 1,sample 1636,good,3
0.1847,0.43553000000000003,0.04902,0.14595,0.07854,type 3,sample 1637,bad,3
0.14901,0.40321999999999997,-0.10099999999999999,0.11454,0.06956,type 4,sample 1638,good,0
0.14271,0.36713,-0.08534,0.12279000000000001,0.07617,type 4,sample 1639,bad,0
0.14536,0.39708000000000004,-0.10065,0.1156,0.07396,type 4,sample 1640,good,0
0.40307,0.34015,-0.00123,0.15006,0.07063,type 5,sample 1641,bad,1
0.1534,0.47878999999999994,0.02364,0.19448,0.07437,type 1,sample 1642,good,3
0.2802,0.39748,0.02136,0.1575,0.07589,type 3,sample 1643,bad,1
0.14856,0.39207,-0.1056,0.11354000000000002,0.06902,type 4,sample 1644,good,0
0.14619000000000001,0.39211999999999997,-0.09876,0.11499000000000001,0.07365,type 4,sample 1645,good,0
0.15074,0.41727,-0.07582,0.1278,0.07487,type 4,sample 1646,good,0
0.11102999999999999,0.20528000000000002,0.00583,0.18737,0.12999000000000002,type 2,sample 1647,bad,5
0.11152000000000001,0.20972,0.015090000000000001,0.17202,-0.00671,type 2,sample 1648,bad,2
0.11024,0.20601999999999998,0.0054,0.18824000000000002,0.1312,type 2,sample 1649,bad,5
0.41497,0.33424,-0.0012699999999999999,0.14825,0.07261000000000001,type 5,sample 1650,good,1
0.14986,0.40319,-0.08292000000000001,0.12175,0.07381,type 4,sample 1651,bad,0
0.17575,0.43501000000000006,0.04264,0.15103,0.07948,type 3,sample 1652,good,3
0.14782,0.40226,-0.08426,0.1222,0.07515,type 4,sample 1653,bad,0
0.14595999999999998,0.39883,-0.10023,0.11715,0.07239,type 4,sample 1654,bad,0
0.39476999999999995,0.34507,0.00349,0.15169000000000002,0.07352,type 5,sample 1655,good,1
0.11098,0.20282999999999998,0.01277,0.18538,0.07184,type 2,sample 1656,bad,5
0.1496,0.48331,0.036160000000000005,0.20162,0.07837000000000001,type 1,sample 1657,good,3
0.14407,0.37701999999999997,-0.10252,0.11379,0.07212,type 4,sample 1658,good,0
0.14607,0.39526,-0.09746,0.11398,0.06851,type 4,sample 1659,good,0
0.1554,0.48039,0.02399,0.19642,0.07912000000000001,type 1,sample 1660,good,3
0.1542,0.4784,0.021519999999999997,0.19552999999999998,0.07821,type 1,sample 1661,good,3
0.17782,0.43971000000000005,0.04523,0.15464,0.0749,type 3,sample 1662,bad,3
0.14811,0.48116000000000003,0.031160000000000004,0.19785999999999998,0.07307000000000001,type 1,sample 1663,good,3
0.40696,0.34093,-0.00088,0.15197,0.07166,type 5,sample 1664,good,1
0.11122,0.21144000000000002,0.013969999999999998,0.17629,0.044469999999999996,type 2,sample 1665,bad,2
0.14790999999999999,0.39871,-0.10008,0.11510999999999999,0.06882,type 4,sample 1666,bad,0
0.14667,0.3957,-0.09929,0.12155999999999999,0.07755,type 4,sample 1667,bad,0
0.36394,0.36188000000000003,0.0051600000000000005,0.15996,0.07076,type 5,sample 1668,good,1
0.1533,0.48401000000000005,0.02638,0.19685999999999998,0.07887000000000001,type 1,sample 1669,good,3
0.41622,0.33473,-0.00106,0.14973,0.07247999999999999,type 5,sample 1670,good,1
0.14231,0.37333,-0.08957999999999999,0.11974000000000001,0.07357000000000001,type 4,sample 1671,good,0
0.14956,0.42222,-0.06314,0.13342,0.07393,type 4,sample 1672,bad,0
0.14875,0.39311,-0.08982000000000001,0.12228,0.07354,type 4,sample 1673,bad,0
0.14393,0.37201,-0.08603,0.12379000000000001,0.07695,type 4,sample 1674,bad,0
0.14807,0.48088000000000003,0.03481,0.19513,0.07191,type 1,sample 1675,good,3
0.14781,0.38921999999999995,-0.10968,0.10844000000000001,0.07391,type 4,sample 1676,good,0
0.15306,0.47967,0.03205,0.20045,0.0773,type 1,sample 1677,good,3
0.10922,0.21293,0.017740000000000002,0.17648,0.037610000000000005,type 2,sample 1678,bad,2
0.11175999999999998,0.20755,0.006679999999999999,0.18635,0.11619000000000002,type 2,sample 1679,bad,5
0.37485,0.35534,0.00561,0.1601,0.07302,type 5,sample 1680,good,1
0.11205999999999999,0.21405,0.0014,0.1896,0.11449000000000001,type 2,sample 1681,bad,5
0.10859,0.20678000000000002,0.01011,0.18562,0.09672,type 2,sample 1682,bad,5
0.14522000000000002,0.39064,-0.10452,0.11406,0.07185,type 4,sample 1683,bad,0
0.38861,0.34445,0.0047799999999999995,0.15422,0.07228,type 5,sample 1684,bad,1
0.15005,0.48062,0.03209,0.19655,0.07427,type 1,sample 1685,good,3
0.41293,0.3356,0.00221,0.14870999999999998,0.07293,type 5,sample 1686,good,1
0.15693,0.48131999999999997,0.03092,0.19449,0.07894,type 1,sample 1687,good,3
0.14936,0.48011000000000004,0.03057,0.19587000000000002,0.07332999999999999,type 1,sample 1688,good,3
0.14523,0.46453999999999995,0.03288,0.18974000000000002,0.06357,type 1,sample 1689,good,3
0.15241,0.47957,0.02056,0.19347999999999999,0.075,type 1,sample 1690,good,3
0.41639,0.33473,-0.0016,0.1503,0.07454,type 5,sample 1691,good,1
0.4103,0.33855,-0.00176,0.14943,0.07162,type 5,sample 1692,good,1
0.11254000000000002,0.21114000000000002,0.003,0.18324000000000001,0.11148,type 2,sample 1693,bad,5
0.41173000000000004,0.33571999999999996,0.00078,0.1511,0.07316,type 5,sample 1694,good,1
0.14998,0.42057,-0.06557,0.13517,0.07589,type 4,sample 1695,bad,0
0.11037999999999999,0.20911999999999997,0.01505,0.17704,0.04359,type 2,sample 1696,bad,2
0.14854,0.41681,-0.07172,0.13383,0.07744,type 4,sample 1697,bad,0
0.14515,0.39395,-0.09452999999999999,0.11706,0.07149,type 4,sample 1698,bad,0
0.39825,0.33941,0.00031,0.15262,0.07441,type 5,sample 1699,good,1
0.14627,0.39971999999999996,-0.09967999999999999,0.11581,0.0711,type 4,sample 1700,good,0
0.40075,0.34462,-0.00118,0.15450999999999998,0.07541,type 5,sample 1701,good,1
0.14256,0.34734,0.11064,-0.0011099999999999999,0.07971,type 3,sample 1702,bad,4
0.41655,0.33645,-0.0034799999999999996,0.15133,0.07268,type 5,sample 1703,bad,1
0.14765,0.40001,-0.10214,0.11254000000000002,0.07039,type 4,sample 1704,good,0
0.41298999999999997,0.33228,-0.00128,0.1501,0.07364,type 5,sample 1705,good,1
0.15395999999999999,0.48148,0.0329,0.19927999999999998,0.07495,type 1,sample 1706,good,3
0.16764,0.43477,0.05035,0.14003,0.07856,type 3,sample 1707,good,3
0.41031999999999996,0.3368,-0.00199,0.1512,0.07178999999999999,type 5,sample 1708,bad,1
0.11141,0.2054,0.01385,0.18294000000000002,0.07372999999999999,type 2,sample 1709,bad,5
0.11299000000000001,0.20756,0.007509999999999999,0.18767999999999999,0.1272,type 2,sample 1710,bad,5
0.12887,0.33604,0.12272999999999999,-0.0247,0.07829,type 3,sample 1711,bad,4
0.37703000000000003,0.35648,0.00505,0.15557,0.07352,type 5,sample 1712,good,1
0.14965,0.39161999999999997,-0.10837000000000001,0.11315,0.07416,type 4,sample 1713,bad,0
0.4058,0.33795,0.00099,0.15186,0.07315,type 5,sample 1714,good,1
0.14709,0.39665,-0.10762999999999999,0.11297,0.07355,type 4,sample 1715,good,0
0.14602,0.40552,-0.10034,0.11588,0.0748,type 4,sample 1716,bad,0
0.14642,0.38349,-0.10653,0.11467999999999999,0.07042999999999999,type 4,sample 1717,good,0
0.14378,0.39592,-0.09892999999999999,0.11787,0.07471,type 4,sample 1718,good,0
0.11227999999999999,0.20826,0.011590000000000001,0.18137,0.06926,type 2,sample 1719,bad,5
0.20152,0.42101000000000005,0.04465,0.14302,0.07803,type 3,sample 1720,good,3
0.1227,0.34819,0.12186,-0.0232,0.07911,type 3,sample 1721,good,4
0.14669000000000001,0.37874,-0.11863,0.10228,0.07926,type 4,sample 1722,good,0
0.14662999999999998,0.41402,-0.07195,0.12812,0.07389,type 4,sample 1723,bad,0
0.1463,0.48248,0.03003,0.19676,0.07492,type 1,sample 1724,good,3
0.11119000000000001,0.21097,0.016309999999999998,0.17169,0.0034200000000000003,type 2,sample 1725,bad,2
0.4108,0.3367,-0.0021899999999999997,0.15081,0.07349,type 5,sample 1726,good,1
0.1435,0.38588,-0.08755,0.12132000000000001,0.0734,type 4,sample 1727,bad,0
0.11052999999999999,0.20942,0.0152,0.17742,0.038130000000000004,type 2,sample 1728,bad,2
0.41331,0.33269,-4e-05,0.15008,0.07406,type 5,sample 1729,bad,1
0.14845,0.39765,-0.10629000000000001,0.11114,0.07467,type 4,sample 1730,bad,0
0.16885999999999998,0.43471000000000004,0.04919,0.14215999999999998,0.07395,type 3,sample 1731,good,3
0.14635,0.38251,-0.08031,0.12624000000000002,0.07094,type 4,sample 1732,bad,0
0.14939000000000002,0.38783,-0.10418,0.11450999999999999,0.07292,type 4,sample 1733,good,0
0.14735,0.38644,-0.10762000000000001,0.11417000000000001,0.07329,type 4,sample 1734,good,0
0.15045999999999998,0.47997,0.02729,0.1933,0.07261000000000001,type 1,sample 1735,good,3
0.14031,0.36341,-0.09887,0.11416,0.07034,type 4,sample 1736,bad,0
0.14777,0.48328999999999994,0.027999999999999997,0.19347,0.06916,type 1,sample 1737,good,3
0.14511,0.37749,-0.1124,0.10530999999999999,0.07286000000000001,type 4,sample 1738,bad,0
0.15327000000000002,0.47948999999999997,0.0238,0.19351,0.07711,type 1,sample 1739,good,3
0.11065,0.21026999999999998,0.013590000000000001,0.18031,0.056729999999999996,type 2,sample 1740,bad,2
0.14604,0.48013,0.0304,0.19585999999999998,0.0721,type 1,sample 1741,good,3
0.14594000000000001,0.3878,-0.10445,0.11372,0.07505,type 4,sample 1742,good,0
0.14753,0.4807,0.029889999999999996,0.19501,0.07128,type 1,sample 1743,good,3
0.39032,0.34718000000000004,0.00543,0.15220999999999998,0.07442,type 5,sample 1744,good,1
0.32405,0.36925,0.02017,0.14729,0.07458,type 3,sample 1745,good,1
0.14853,0.40852,-0.08408,0.12294000000000001,0.07011,type 4,sample 1746,good,0
0.1501,0.48221,0.02708,0.19197999999999998,0.07131,type 1,sample 1747,good,3
0.14837,0.42341999999999996,-0.06345,0.13061,0.07107999999999999,type 4,sample 1748,good,0
0.15584,0.48011000000000004,0.030180000000000002,0.19884000000000002,0.07658999999999999,type 1,sample 1749,good,3
0.1127,0.21201,0.01655,0.17264000000000002,-0.00462,type 2,sample 1750,bad,2
0.15395,0.48048,0.02503,0.19727999999999998,0.07843,type 1,sample 1751,good,3
0.14743,0.40406,-0.10116,0.11559000000000001,0.07374,type 4,sample 1752,bad,0
0.14932,0.48018,0.033139999999999996,0.19365,0.07400000000000001,type 1,sample 1753,good,3
0.11004000000000001,0.21173000000000003,0.01617,0.17993,0.05039,type 2,sample 1754,bad,2
